Label	Type	Frame	Begin	End	Mutation	Gene	Product	Score	OG_id	COGclassID	ClassDescription	COGprocess
ICUT1P7001_v1_4060002	CDS	-1	2360050	2360256	no		protein of unknown function	126.7	0B1NV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4070001	CDS	-2	2360883	2361194	no		protein of unknown function	138.7	05ZSC	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4070002	CDS	3	2361288	2362904	no		conserved protein of unknown function	1075.1	05C6I	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4080001	CDS	3	2363052	2364986	no		2-methylcitrate dehydratase FeS dependent	1266.9	08I0Z	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4080002	CDS	2	2365061	2365288	no		conserved protein of unknown function	99.4	068T7	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4080003	CDS	2	2365319	2365972	no		protein of unknown function	241.1	065X2	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4090002	CDS	-1	2366833	2367186	no	ynfA	conserved inner membrane protein YnfA	232.3	05KK4	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4090003	CDS	-1	2367274	2367909	no		ATP-dependent Clp protease ATP-binding subunit ClpA (fragment)	415.6	05C2Z	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4100001	CDS	-1	2368033	2368497	no		protein of unknown function	111.7	05YJX	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4120001	CDS	-1	2371444	2371644	no		protein of unknown function	114.4	0AZ3N	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4120002	CDS	-2	2371554	2371802	no		protein of unknown function	139	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4160001	CDS	-2	2378175	2379065	no	ctkA	Serine/threonine-protein kinase CtkA	317.4	08KQY	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4170001	CDS	1	2379772	2380002	no	vapB	Virulence-associated protein B	148.7	05XMH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4170002	CDS	3	2379999	2380394	no	vapC	tRNA(fMet)-specific endonuclease VapC	258.8	05M0J	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4170003	CDS	1	2380570	2380785	no		protein of unknown function	147.1	08M4E	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4190001	CDS	3	2382732	2383379	no		putative enzyme	420.2	04RGQ	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4190002	CDS	-1	2383420	2383716	no		Aldose 1-epimerase	199.5	04T6V	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4200001	CDS	3	2383902	2384975	no	guaD	guanine deaminase	723.8	07QUY	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4210006	CDS	3	2386509	2386700	no		protein of unknown function	85.1	067RE	V	Defense mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4220001	CDS	2	2386889	2387272	no		Plasmid mobilization relaxosome protein MobC	235.3	051JH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4220002	CDS	2	2387411	2387818	no		protein of unknown function	246.1	04SHU	U	"Intracellular trafficking, secretion, and vesicular transport"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4250001	CDS	2	2390999	2392576	no		protein of unknown function	733.4	COG2801	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4260001	CDS	3	2393889	2394035	no		protein of unknown function	81.3	0J6AN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4260002	CDS	2	2393996	2394352	no		protein of unknown function	205.3	0Y65V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4260003	CDS	1	2394418	2394645	no		protein of unknown function	132.5	0Y65V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4270001	CDS	3	2395113	2395298	no		conserved protein of unknown function	120.6	05MZY	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4270002	CDS	2	2395337	2397028	no		TnpX site-specific recombinase family protein	1125.5	05C6I	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4270003	CDS	2	2397125	2397577	no		membrane protein of unknown function	279.6	08ZMN	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4280001	CDS	1	2398711	2398965	no		protein of unknown function	125.2	0AF9M	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4290001	CDS	-2	2399292	2400122	no	suhB	Inositol-1-monophosphatase	558.1	05ECY	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4290002	CDS	-3	2400239	2402140	no	dxs	1-deoxy-D-xylulose-5-phosphate synthase	1261.1	05C2V	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4290003	CDS	1	2402446	2403048	no	ribA	GTP cyclohydrolase 2	401.4	07T1C	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4290004	CDS	-2	2403108	2404520	no		Coproporphyrinogen-III oxidase	916	05D4P	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4290005	CDS	3	2404740	2405681	no	hemF	coproporphyrinogen III oxidase	650.6	05DBS	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4290008	CDS	2	2406275	2407063	no	aroE	Shikimate dehydrogenase (NADP(+))	520.4	05E2X	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4300001	CDS	2	2409653	2410597	no		UDP-glucose 6-dehydrogenase	533.5	05C6Y	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4300002	CDS	1	2410597	2411058	no		protein of unknown function	201.4	07QP8	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4330002	CDS	2	2414279	2414881	no		GDYXXLXY protein	176	COG4929	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4330003	CDS	-2	2414946	2415326	no	panD	aspartate 1-decarboxylase proenzyme	258.1	08Z2X	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4330004	CDS	-3	2415470	2416051	no	pth	peptidyl-tRNA hydrolase	399.1	08ZPD	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4330005	CDS	-3	2416070	2416366	no	rplY	50S ribosomal protein L25	183.7	05KW6	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4330006	CDS	-1	2416468	2417421	no	prs	ribose-phosphate diphosphokinase	610.5	05C5T	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4330007	CDS	-2	2417802	2418632	no	ispE	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	561.2	05CTR	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4330008	CDS	-3	2418644	2419225	no		Outer membrane lipoprotein LolB precursor	374.8	COG3017	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4330009	CDS	-1	2419231	2420865	no		conserved protein of unknown function	1030.4	05DJQ	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4330010	CDS	1	2421019	2422302	no	hemA	glutamyl-tRNA reductase	799.3	05C7E	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4330011	CDS	-3	2422328	2424223	no	dnaG	DNA primase	1246.9	05C9G	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4330012	CDS	-2	2424417	2425400	no		"putative component of the lipoprotein assembly complex (forms a complex with YaeT, YfgL, and NlpB)"	639.8	06SNF	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4330013	CDS	2	2425472	2426524	no	rluD	23S rRNA pseudouridine(1911/1915/1917) synthase	693.3	05C34	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4330014	CDS	2	2426555	2427295	no		Purine nucleoside phosphorylase	490	05DBW	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4330015	CDS	3	2427402	2427968	no		Flavodoxin	377.1	08RYG	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4330016	CDS	-3	2428010	2428486	no	smpB	SsrA-binding protein	314.7	08UH4	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4330017	CDS	2	2428628	2429119	no	coaD	pantetheine-phosphate adenylyltransferase	325.1	08ZEF	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4330018	CDS	3	2429121	2429384	no	yfhL	putative 4Fe-4S cluster-containing protein YfhL	193	05K5D	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4330020	CDS	-1	2429554	2429685	no		protein of unknown function	60.5	06HB9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4330022	CDS	-2	2430888	2432513	no	nadE	Glutamine-dependent NAD(+) synthetase	1054.3	05C4K	H	Coenzyme transport and metabolism	METABOLISM
ICUT1P7001_v1_4330023	CDS	3	2432739	2433224	no		Type IV secretion protein Rhs	325.9	05VHT	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4330024	CDS	3	2433408	2434364	no		Metal-dependent hydrolase	628.2	COG3687	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4330026	CDS	2	2434469	2435224	no		Short-chain dehydrogenase	501.1	05E0T	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4330027	CDS	2	2435237	2436835	no		Baeyer-Villiger monooxygenase	999.6	COG2072	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4330028	CDS	-1	2436982	2438256	no	gltA	citrate synthase	865.5	05BZN	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4330029	CDS	-2	2438883	2439353	no		transposase	297	05YCW	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340001	CDS	2	2439698	2439889	no		Alkanesulfonates transport system permease protein	122.9	066BY	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4340002	CDS	-1	2439946	2440764	no	prmC	protein-(glutamine-N(5)) methyltransferase	550.1	05EQY	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340003	CDS	-2	2440764	2441852	no	prfA	peptide chain release factor RF1	697.6	05C8K	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340006	CDS	1	2443786	2444787	no	yhbW	putative luciferase-like monooxygenase	652.1	05DEN	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4340007	CDS	2	2445029	2445592	no		Flavoprotein	211.1	COG2072	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4340008	CDS	-2	2445627	2446355	no		conserved exported protein of unknown function	132.5	05V44	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340009	CDS	-2	2446434	2447270	no	ppsR	posphoenolpyruvate synthetase regulatory protein	539.3	05CF9	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340010	CDS	3	2447427	2449805	no	ppsA	phosphoenolpyruvate synthetase	1558.1	08HRN	G	Carbohydrate transport and metabolism	METABOLISM
ICUT1P7001_v1_4340011	CDS	2	2450147	2450914	no		RDD family protein	478	06C8Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340012	CDS	1	2451214	2452320	no	cyoA	cytochrome bo3 ubiquinol oxidase subunit 2	627.1	05E2S	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4340013	CDS	1	2452324	2454312	no	cyoB	cytochrome bo3 ubiquinol oxidase subunit 1	1321.2	05BZ9	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4340014	CDS	2	2454317	2454937	no	cyoC	cytochrome bo3 ubiquinol oxidase subunit 3	412.1	05CCU	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4340015	CDS	1	2454937	2455263	no	cyoD	cytochrome bo3 ubiquinol oxidase subunit 4	206.5	090KH	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4340016	CDS	2	2455274	2456152	no	cyoE	heme O synthase	559.7	05F1R	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4340017	CDS	2	2456258	2458372	no		conserved protein of unknown function	1394.4	08ENH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340018	CDS	3	2458380	2459135	no		conserved exported protein of unknown function	512.7	08RF6	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340019	CDS	2	2459279	2459665	no	rpsF	30S ribosomal subunit protein S6	245.4	08ZDX	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340020	CDS	1	2459677	2459904	no	rpsR	30S ribosomal subunit protein S18	154.1	05VH8	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340021	CDS	1	2459914	2460360	no	rplI	50S ribosomal subunit protein L9	272.7	05K9Q	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340022	CDS	3	2460633	2462078	no	dnaB	replicative DNA helicase	934.5	05CDU	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340023	CDS	2	2462126	2463196	no	alr	alanine racemase 1	714.9	05CJ4	M	Cell wall/membrane/envelope biogenesis	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4340024	CDS	-1	2463229	2463654	no		BLUF domain-containing protein	132.9	05W16	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340025	CDS	-2	2463702	2464436	no		Peptidase	500	5.00E+00	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4340026	CDS	-2	2464461	2465240	no		"putative Protein containing transglutaminase-like domain, cysteine protease"	537	06ER4	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4340028	CDS	-2	2465865	2467415	no		Circularly permuted type 2 ATP-grasp protein	1042	05C0I	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340029	CDS	2	2467655	2468656	no		WYL domain-containing protein	670.6	08SNI	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340030	CDS	-3	2469095	2470903	no		Sel1 repeat protein	1220.7	COG0790	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340031	CDS	-2	2470998	2472878	no	mnmG	5-carboxymethylaminomethyluridine-tRNA synthase subunit MnmG	1247.6	07RE5	D	"Cell cycle control, cell division, chromosome partitioning"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4340033	CDS	3	2473620	2474507	no		Sodium bile acid symporter family protein	550.4	05C09	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340034	CDS	2	2474552	2475433	no		Bile acid:sodium symporter family protein	509.2	05C09	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340035	CDS	2	2475548	2476450	no	prmA	methyltransferase for 50S ribosomal subunit protein L11	604.4	05F59	J	"Translation, ribosomal structure and biogenesis"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340036	CDS	2	2476469	2477368	no		conserved protein of unknown function	596.7	06ARP	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4340037	CDS	1	2477749	2478018	no		DNA-binding protein Fis	175.3	05VY0	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340038	CDS	1	2478109	2479683	no	purH	bifunctional AICAR transformylase/IMP cyclohydrolase	1016.1	05DC1	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4340039	CDS	3	2479833	2481116	no	purD	phosphoribosylamine--glycine ligase	854.4	05C12	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4340040	CDS	-2	2481156	2481917	no		"Transcriptional regulator, AraC family"	493.4	08NKV	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340041	CDS	-1	2481919	2482242	no		Helix-turn-helix domain-containing protein	78.6	07V8G	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4340042	CDS	3	2482446	2483339	no		3-hydroxybutyryl-CoA dehydrogenase	597.8	07R75	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4340043	CDS	2	2484041	2484913	no		Methionine ABC transporter substrate-binding protein	551.6	05D01	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4340044	CDS	3	2484987	2486012	no	metN	L-methionine/D-methionine ABC transporter ATP binding subunit	657.5	08JEI	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4340045	CDS	2	2486009	2486704	no	metI	L-methionine/D-methionine ABC transporter membrane subunit	427.6	08UMI	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4340047	CDS	1	2487508	2490660	no	dnaE	DNA polymerase III subunit alpha	2119	05C0B	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4360002	CDS	1	2492953	2493438	no		protein of unknown function	312.8	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4370001	CDS	-2	2493543	2495078	no		protein of unknown function	189.1	COG0542	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4390001	CDS	1	2497306	2497551	no		protein of unknown function	148.3	07S78	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4390003	CDS	-2	2498601	2499491	no	sucD	succinyl-CoA synthetase subunit alpha	587.8	05CH8	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390004	CDS	-3	2499503	2500669	no	sucC	succinyl-CoA synthetase subunit beta	733	05CMV	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390005	CDS	-2	2500842	2502275	no	lpdG	Dihydrolipoyl dehydrogenase	921.4	07QN2	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390006	CDS	-3	2502335	2503549	no	sucB	dihydrolipoyltranssuccinylase	763.5	05C7S	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390007	CDS	-2	2503566	2506388	no	sucA	subunit of E1(0) component of 2-oxoglutarate dehydrogenase	1885.2	05C7P	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390008	CDS	-2	2507193	2507903	no	sdhB	"succinate:quinone oxidoreductase, iron-sulfur cluster binding protein"	504.2	5.00E+33	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390009	CDS	-3	2507918	2509816	no	sdhA	"succinate:quinone oxidoreductase, FAD binding protein"	1285	05C00	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390010	CDS	-3	2509829	2510194	no		Succinate dehydrogenase hydrophobic membrane anchor subunit	241.1	COG2142	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4390011	CDS	-1	2510194	2510583	no	sdhC	"succinate:quinone oxidoreductase, membrane protein SdhC"	232.3	08UTY	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4400002	CDS	-3	2512505	2512723	no		protein of unknown function	128.6	0B029	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4400003	CDS	-3	2513840	2514274	no		protein of unknown function	245	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4410002	CDS	1	2514631	2514891	no		protein of unknown function	62.8	0IG0K	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4420001	CDS	3	2516409	2517521	no		transposase	713.8	08SSE	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4430001	CDS	-2	2518971	2519111	no		protein of unknown function	78.6	0A83H	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4440001	CDS	2	2519282	2519401	no		protein of unknown function	81.6	05C4W	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4440002	CDS	2	2519735	2520049	no		Antibiotic biosynthesis monooxygenase	204.5	05NBN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4440003	CDS	2	2520785	2521942	no	yqhD	NADPH-dependent aldehyde reductase YqhD	745.7	07QW4	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4440004	CDS	3	2522028	2522705	no		Type 1 glutamine amidotransferase domain-containing protein	448	05DJN	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4440005	CDS	3	2522910	2524037	no	nemA	N-ethylmaleimide reductase	751.1	05CCY	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4440007	CDS	-1	2524456	2525064	no	nemR	DNA-binding transcriptional repressor NemR	401.7	08WUH	K	Transcription	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4440008	CDS	3	2525208	2525888	no		NADPH-dependent curcumin/dihydrocurcumin reductase (fragment)	448.4	05CJH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4440009	CDS	1	2525869	2526099	no		protein of unknown function	109.4	05CJH	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4450001	CDS	2	2526443	2526595	no		protein of unknown function	85.9	04RFG	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4450002	CDS	3	2526555	2527430	no	purL	Phosphoribosylformylglycinamidine synthase subunit PurL	564.3	054UC	F	Nucleotide transport and metabolism	METABOLISM
ICUT1P7001_v1_4480002	CDS	1	2531056	2531538	no		protein of unknown function	270.8	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4480003	CDS	2	2531474	2531836	no		protein of unknown function	185.7	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4490001	CDS	2	2532059	2533159	no		protein of unknown function	623.2	05CHI	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4500001	CDS	1	2533282	2533446	no		protein of unknown function	100.1	0B1NV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4500002	CDS	3	2533572	2533856	no		protein of unknown function	203	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4500003	CDS	3	2533944	2534099	no		protein of unknown function	94.7	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4510001	CDS	3	2535198	2535365	no		protein of unknown function	120.6	0B1NV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4510002	CDS	3	2535555	2535734	no		protein of unknown function	100.1	0B48Y	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4510003	CDS	2	2535812	2536318	no		conserved protein of unknown function	329.3	0Y65V	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4510004	CDS	1	2536255	2536413	no		protein of unknown function	70.5	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4520001	CDS	2	2537105	2537464	no		protein of unknown function	236.5	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4540002	CDS	-1	2539657	2539779	no		protein of unknown function	72.4	0AMEB	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4540004	CDS	1	2541706	2541921	no		protein of unknown function	77	0JFEK	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4550001	CDS	-1	2542945	2543982	no		putative RNA-directed DNA polymerase	704.5	05EKQ	L	"Replication, recombination and repair"	INFORMATION STORAGE AND PROCESSING
ICUT1P7001_v1_4590001	CDS	1	2551237	2551407	no		protein of unknown function	60.5	0J5UN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4590002	CDS	3	2551437	2551691	no		protein of unknown function	102.4	0J5UN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4590003	CDS	1	2551888	2552076	no		conserved protein of unknown function	68.6	0AC90	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4590004	CDS	2	2552153	2552437	no		conserved protein of unknown function	91.3	0J5UN	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4610001	CDS	-1	2554450	2554698	no		protein of unknown function	141.7	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4610002	CDS	-2	2554728	2554952	no		protein of unknown function	136	0B1NV	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4630001	CDS	-1	2557339	2557458	no		protein of unknown function	71.6	0Y3WU	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4630002	CDS	-1	2557546	2557668	no		protein of unknown function	84.7	0IPXB	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4640001	CDS	-1	2557795	2558865	no		membrane protein of unknown function	363.6	05BZU	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4640002	CDS	-2	2558997	2559335	no		Peptidyl-prolyl cis-trans isomerase	230.3	08V1T	O	"Posttranslational modification, protein turnover, chaperones"	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4640003	CDS	-1	2559385	2559915	no		conserved protein of unknown function	355.9	08VWS	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4640004	CDS	-2	2559987	2560979	no		CobW/P47K family protein	687.2	05CKI	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4640006	CDS	-2	2561913	2562434	no	vdlD	Protein VdlD	348.2	08S4H	I	Lipid transport and metabolism	METABOLISM
ICUT1P7001_v1_4640007	CDS	-2	2562729	2563664	no		"Phospholipase, patatin family"	598.6	05D78	T	Signal transduction mechanisms	CELLULAR PROCESSES AND SIGNALING
ICUT1P7001_v1_4640008	CDS	3	2563866	2565053	no	chr	"Chromate transporter, CHR family"	750.4	07UXA	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4640009	CDS	-1	2565106	2566581	no		Uncharacterized transporter HI_0183	935.3	05BZG	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4640010	CDS	-2	2566656	2567897	no	gltS	glutamate:sodium symporter	783.9	05D6U	E	Amino acid transport and metabolism	METABOLISM
ICUT1P7001_v1_4640011	CDS	-1	2568403	2569683	no		conserved exported protein of unknown function	822	05G8W	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4640012	CDS	2	2570351	2570578	no		conserved protein of unknown function	78.6	08TKH	C	Energy production and conversion	METABOLISM
ICUT1P7001_v1_4640014	CDS	-1	2570782	2571981	no		Bcr/CflA family efflux transporter	751.1	05C2C	P	Inorganic ion transport and metabolism	METABOLISM
ICUT1P7001_v1_4640015	CDS	1	2572039	2574297	no	yccS	putative transporter YccS	1393.6	05EM2	S	Function unknown	POORLY CHARACTERIZED
ICUT1P7001_v1_4640016	CDS	2	2574383	2574943	no		YcxB domain-containing protein	374.8	0YBJA	S	Function unknown	POORLY CHARACTERIZED
